Player,2PA,3PA,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,2P%,3P%,eFG%,FT%,TS%
Michael Adams,10.9,5,4.6,0.7,3.2,7.7,1.9,0.1,2.7,2.1,18.1,0.425,0.324,0.444,0.869,0.506
Shareef Abdur-Rahim,14.8,0.8,6.3,2.4,6,2.9,1.2,1,3,2.6,19.8,0.47,0.3,0.469,0.801,0.536
Kareem Abdul-Jabbar*,14.6,0,5.1,2.2,5.5,3,0.7,1.4,2.7,3.6,20.1,0.565,0.333,0.564,0.714,0.597
Kareem Abdul-Jabbar*,15.8,0,5.5,2.2,8,4.2,0.9,3.2,3.4,2.5,23.3,0.604,0,0.604,0.765,0.639
Kareem Abdul-Jabbar*,14.1,0,4.2,1.8,5.6,2.1,0.7,1.4,2.5,3.4,18.2,0.532,0,0.532,0.762,0.57
Kareem Abdul-Jabbar*,17.6,0,6.7,2.4,7.5,3.3,0.7,2.8,3,3,25.3,0.574,0,0.574,0.766,0.616
Kareem Abdul-Jabbar*,13.9,0.1,3.5,2.2,4.9,1.6,0.8,1.8,2,4.2,15.9,0.477,0,0.475,0.739,0.511
Kareem Abdul-Jabbar*,17.5,0,5.9,2.3,6.5,3,0.8,2.8,3.1,3,24.4,0.58,0,0.579,0.706,0.608
Kareem Abdul-Jabbar*,17.3,0,5.2,2.4,6,2.8,0.9,2.4,2.8,3.1,24.3,0.589,0,0.588,0.749,0.619
Kareem Abdul-Jabbar*,17,0,5.4,2.3,5.7,2.9,0.8,2,3,2.9,23.6,0.579,0,0.578,0.723,0.608
Kareem Abdul-Jabbar*,16.5,0,5.4,2.2,6.3,3.4,0.9,2.2,2.7,3.3,23.7,0.6,0,0.599,0.732,0.628
Kareem Abdul-Jabbar*,18.3,0,6,1.8,4.7,3.8,0.9,1.8,2.8,3.4,25.3,0.565,0,0.564,0.765,0.603
Kobe Bryant,14.8,2.1,5.7,1.5,4.4,4.6,1.5,0.9,2.6,3.1,21.2,0.489,0.319,0.488,0.821,0.546
Kobe Bryant,14.4,4.7,8.4,1.1,4.8,5,1.7,0.5,2.9,2.6,26.2,0.49,0.361,0.503,0.84,0.576
Kobe Bryant,16.9,2.6,7.2,1.3,3.8,4.4,1.5,0.6,2.8,2.9,25.1,0.489,0.305,0.484,0.853,0.552
Kobe Bryant,16.7,4.1,6.9,1.1,4.1,4.9,1.5,0.5,2.6,2.3,26.8,0.496,0.351,0.502,0.856,0.561
Kobe Bryant,17.2,1.6,6.9,1.3,3.9,5.1,1.4,0.4,2.6,2.7,23.7,0.489,0.25,0.479,0.829,0.544
Kobe Bryant,16.1,3.8,6.9,1,4,4.6,1.4,0.3,3,2.4,25,0.487,0.329,0.488,0.811,0.545
Terrell Brandon,12.1,3.3,5.3,0.7,2.8,6.8,1.8,0.5,2,2,20.3,0.487,0.387,0.507,0.887,0.573
Terrell Brandon,13.1,3.4,3.7,0.6,3.2,6.2,1.7,0.4,2.2,2.2,19.1,0.455,0.373,0.476,0.902,0.526
Elton Brand,12,0,6.2,4.7,6.3,2.3,1,1.9,2.1,3,17.3,0.527,,0.527,0.742,0.586
Elton Brand,16.6,0,6.6,2.7,6.4,2.4,0.9,2.3,2,2.6,22.7,0.527,0.333,0.527,0.775,0.58
Chris Bosh,14.9,0.6,7.6,2.6,6.8,2.3,0.8,0.9,2.1,2.3,21.5,0.497,0.245,0.492,0.817,0.569
Chris Bosh,16.2,0.3,8.4,2.9,7.9,2.4,0.6,1,2.4,2.4,23.9,0.521,0.364,0.522,0.797,0.592
Chris Bosh,13.3,0.3,6.1,1.8,6.4,1.9,0.8,0.6,1.8,2.2,18.5,0.502,0.24,0.499,0.815,0.569
Chris Bosh,13.8,0.6,5,1.7,6.4,1.8,0.9,0.8,2.1,2.3,18.4,0.496,0.286,0.493,0.821,0.551
Chris Bosh,12.2,1.1,4.4,1.9,5.4,1.8,1,1.5,1.9,2.5,18.1,0.557,0.284,0.546,0.798,0.592
Chris Bosh,10.5,3.1,3.9,1.4,6,1.2,1.1,1.1,1.8,2.7,18.2,0.569,0.339,0.555,0.82,0.597
Chris Bosh,14.1,0.2,7.6,2.7,5.8,2.4,0.7,1,2.1,2.7,20.6,0.511,0,0.505,0.816,0.585
Chris Bosh,13.3,3.9,5.4,1.1,6.1,2.2,0.9,0.6,2.2,1.6,21.5,0.485,0.375,0.503,0.772,0.548
Chris Bosh,14.3,0.5,8,2.5,7.5,2.4,0.5,1.2,2.4,2.2,21.1,0.501,0.343,0.502,0.785,0.577
Chris Bosh,11,4.5,5.4,1,6.9,2.6,0.7,0.7,1.6,2,20.4,0.508,0.365,0.52,0.795,0.571
Chris Bosh,14.9,0.4,8.3,2.6,6.1,2.5,0.9,1,2.3,2.3,22.2,0.496,0.4,0.499,0.844,0.588
Carlos Boozer,16.2,0,5.2,3.3,8.9,3.1,1,0.3,2.7,3.1,21.8,0.561,,0.561,0.685,0.588
Carlos Boozer,16.5,0,5,2.5,8.2,3,1.3,0.5,2.7,3.7,21.8,0.547,0,0.547,0.738,0.581
Mookie Blaylock,9.1,4.2,2,1.4,3.8,9.7,2.6,0.5,2.4,1.8,13.8,0.447,0.334,0.464,0.73,0.487
Rolando Blackman,16.3,0.2,6.2,1.3,2.4,3.5,0.8,0.3,2.3,1.9,21.9,0.497,0.333,0.497,0.884,0.569
Rolando Blackman,14.9,0.5,4.2,1.1,2.4,3.5,0.9,0.3,2.1,1.6,19,0.505,0.302,0.504,0.844,0.552
Rolando Blackman,15.4,0.3,5.2,1.4,2.5,3.7,0.8,0.2,2.1,1.2,20.3,0.512,0.3,0.511,0.828,0.566
Rolando Blackman,16.7,0.4,6.2,1.1,2.6,3.5,1,0.3,2.4,1.8,22.8,0.522,0.138,0.515,0.836,0.576
Otis Birdsong,18.8,0.4,5.1,2.1,2,2.5,1.7,0.3,2.2,2.8,23.2,0.511,0.278,0.508,0.694,0.538
Otis Birdsong,17.6,0.5,6.3,1.7,1.9,3.2,1.3,0.2,2.4,2.4,24.3,0.551,0.286,0.547,0.697,0.58
Otis Birdsong,18.7,0.3,5.3,1.2,1.6,4.4,1.4,0.3,2.8,3,22.7,0.513,0.25,0.51,0.608,0.53
Larry Bird*,15.9,0.8,3.6,2.1,7.8,5,1.8,0.7,3.2,2.7,19.4,0.489,0.27,0.485,0.863,0.528
Larry Bird*,16.2,2.4,4.2,1.1,7.6,6.9,1.3,0.7,3,2.1,22.3,0.494,0.333,0.495,0.93,0.546
Larry Bird*,16.8,0.6,4.7,2.5,7.8,5.5,1.8,0.8,3.1,3,21.7,0.514,0.212,0.507,0.863,0.557
Larry Bird*,12.9,3.1,2.9,0.8,7.2,6.8,1.7,0.9,3,1.9,18.4,0.47,0.389,0.492,0.891,0.53
Larry Bird*,16.9,0.9,5,2.3,8.2,5.5,1.8,0.9,2.9,2.4,22.5,0.516,0.286,0.512,0.84,0.561
Larry Bird*,13.6,2.8,3.5,1,8.4,6.6,0.9,0.7,2.7,1.8,19.7,0.478,0.406,0.5,0.926,0.547
Larry Bird*,17.5,0.9,5,2.2,7.3,6.2,1.7,0.8,2.8,2.3,22.7,0.504,0.247,0.497,0.888,0.552
Larry Bird*,18.6,1.5,5.2,1.9,7.7,6,1.5,1.1,2.8,2.4,26.1,0.529,0.427,0.538,0.882,0.585
Larry Bird*,16.3,2.2,5.7,2.2,7.1,6.4,1.9,0.6,3.1,2.1,24.5,0.506,0.423,0.521,0.896,0.58
Larry Bird*,15.2,2.7,5.5,1.5,6.7,6.8,1.6,0.8,2.9,2.2,24.9,0.547,0.4,0.555,0.91,0.612
Larry Bird*,16.1,1.7,4.4,2.6,7.7,4.5,1.7,0.6,3.2,3.4,21.3,0.481,0.406,0.494,0.836,0.538
Larry Bird*,17.4,2.9,5.5,1.3,7.2,5.7,1.5,0.7,2.6,1.9,27.6,0.546,0.414,0.556,0.916,0.608
Chauncey Billups,7.2,5.2,6.4,0.5,2.6,8.6,0.9,0.1,2.1,2,18.4,0.407,0.433,0.509,0.894,0.602
Chauncey Billups,7.1,4.5,6.2,0.3,3,7.1,1.2,0.2,2,2.3,16.9,0.479,0.345,0.494,0.883,0.591
Chauncey Billups,7.6,4.9,6.2,0.6,2.4,7.6,1.4,0.2,2.3,1.9,18.9,0.479,0.401,0.526,0.918,0.619
Chauncey Billups,7.5,5.1,5.9,0.4,2.7,6.5,1.2,0.2,2.3,2.1,18.1,0.425,0.408,0.501,0.913,0.592
Chauncey Billups,8,5.9,7.4,0.4,2.9,5.9,1.2,0.1,2.6,2.2,20.6,0.441,0.386,0.499,0.91,0.601
Dana Barros,8,4.6,4.2,0.3,2.7,6.7,1.6,0,2.6,1.7,18.3,0.505,0.464,0.575,0.899,0.632
Charles Barkley*,8.7,3.7,7.4,3.8,9,4.4,1.2,0.4,2.7,2.7,18.2,0.569,0.283,0.526,0.694,0.581
Charles Barkley*,12.2,1.9,9.3,4.7,6.8,3.8,1.5,0.8,3,3.1,23.7,0.636,0.216,0.594,0.753,0.653
Charles Barkley*,12.7,1.1,8.7,4.2,6.4,3.6,1.7,0.6,2.8,2.9,23.2,0.632,0.217,0.608,0.749,0.661
Charles Barkley*,14.6,2.2,9.5,3.7,6.1,4.1,1.6,0.5,3,2.5,26.6,0.614,0.284,0.589,0.722,0.635
Charles Barkley*,12.4,1.7,8.2,3.4,7,3.8,1.7,0.5,2.9,2.4,21.6,0.597,0.234,0.567,0.695,0.612
Charles Barkley*,14.6,2.8,7.3,3,8.7,4.8,1.5,0.9,2.9,2.5,24.5,0.561,0.305,0.545,0.765,0.596
Charles Barkley*,13.6,2.8,7.1,3.1,8.3,4.6,1.6,0.6,3.2,2.5,22,0.541,0.27,0.518,0.704,0.563
Charles Barkley*,10.9,1.4,7.4,5.1,7.9,4.3,1.6,1.4,4.2,3.3,20.5,0.643,0.202,0.606,0.761,0.66
Charles Barkley*,13.9,3.3,7.7,3.1,8.4,4.2,1.7,0.7,2.3,3,23.6,0.521,0.338,0.518,0.748,0.572
Charles Barkley*,12.8,1.8,10.8,4.4,6.4,2.9,1.1,1.2,3.5,3.2,25.7,0.63,0.28,0.604,0.751,0.665
Charles Barkley*,13.5,2.4,7.7,3.3,7.9,3.6,1.6,0.8,3,2.8,22.6,0.539,0.28,0.521,0.777,0.585
Vin Baker,12.9,0.3,4.6,3.1,6,3.2,0.9,1.2,2.4,3,15.5,0.487,0.292,0.486,0.593,0.511
Vin Baker,15,0.5,5.2,2.9,5.9,2.3,0.7,1,2.3,3,18.8,0.499,0.208,0.493,0.67,0.527
Vin Baker,13.6,0.6,5.9,3,6.1,2.4,0.9,1.3,2.8,3.1,18.7,0.515,0.278,0.511,0.687,0.553
Vin Baker,14.1,0.1,6.4,3.5,4.5,1.9,1.1,1.1,2.1,3.4,19.2,0.545,0.143,0.543,0.591,0.564
B.J. Armstrong,11.3,1.8,3,0.4,1.8,4.2,1,0.1,1.7,1.9,15.8,0.481,0.444,0.505,0.855,0.547
Gilbert Arenas,10.6,6.2,7,0.9,3.2,4.5,1.5,0.3,2.7,2.7,22.4,0.469,0.365,0.498,0.814,0.565
Gilbert Arenas,12,5.7,8.5,0.6,2.4,5.1,1.7,0.3,3.2,3,25,0.485,0.369,0.507,0.82,0.581
Gilbert Arenas,11.8,7.1,8.8,0.7,3.4,5.4,1.7,0.2,2.9,3,25.8,0.459,0.351,0.484,0.844,0.565
Tiny Archibald*,9.8,0.2,5.5,0.7,1.7,8.4,1.3,0.1,3,2.7,14.2,0.488,0.222,0.485,0.83,0.574
Tiny Archibald*,9.7,0.1,5.3,0.5,1.8,7.9,1,0.2,3.4,2.6,14.1,0.505,0,0.499,0.816,0.582
Tiny Archibald*,10.6,0.3,5.2,0.4,1.5,9,0.9,0,3,2.2,14.3,0.475,0.375,0.477,0.747,0.542
Carmelo Anthony,15.8,4.5,6,1.8,4.8,3.1,1,0.4,2.2,2.2,24.4,0.474,0.341,0.482,0.797,0.531
Carmelo Anthony,18.9,2.2,8.2,2.1,3.6,3.6,1.1,0.3,3.4,2.9,27.2,0.499,0.268,0.489,0.808,0.552
Carmelo Anthony,14.1,4.4,5.7,1.4,6.6,4.3,0.9,0.5,2.5,2.5,22.3,0.461,0.346,0.475,0.824,0.53
Carmelo Anthony,16.9,2.1,7.6,2.3,5,3.3,1.3,0.5,3.2,3.2,25.4,0.509,0.354,0.511,0.786,0.568
Carmelo Anthony,18,2.6,8.4,2.1,4.1,3,1.2,0.4,2.9,3.1,26.6,0.478,0.316,0.478,0.83,0.548
Carmelo Anthony,16.4,3.3,7.9,1.5,5.8,2.9,0.9,0.6,2.7,2.9,25.8,0.47,0.378,0.487,0.838,0.557
Carmelo Anthony,15.8,3.9,7,1.7,4.9,3.8,1.2,0.5,2.8,3,23.9,0.454,0.335,0.463,0.804,0.525
Carmelo Anthony,15.6,6,7.4,1.9,4.7,2.5,0.8,0.5,2.5,3,27.8,0.476,0.379,0.502,0.83,0.56
Carmelo Anthony,14.8,5,6.5,1.8,5.8,2.9,1.1,0.6,2.4,2.7,25.5,0.469,0.402,0.503,0.848,0.561
Kenny Anderson,14.3,1.5,4.9,1,2.7,9,1.8,0.2,3.1,2.3,17.7,0.429,0.303,0.432,0.818,0.491
LaMarcus Aldridge,16.8,0.2,4.9,2.7,5.3,2.4,0.9,0.8,2,2.8,21.5,0.516,0.182,0.513,0.814,0.56
LaMarcus Aldridge,16.8,0.2,4.5,2.3,6.4,2.5,0.8,1.2,1.8,2.4,20.1,0.488,0.143,0.485,0.81,0.53
LaMarcus Aldridge,20.3,0.2,5.2,2.4,8.6,2.6,0.9,1,1.8,2.1,23.1,0.461,0.2,0.459,0.822,0.507
LaMarcus Aldridge,18.8,1.5,5.2,2.5,7.9,1.8,0.7,1,1.7,1.8,23.8,0.475,0.352,0.479,0.845,0.528
LaMarcus Aldridge,16.5,0.3,4.9,2.8,7.4,1.8,0.5,1.4,1.6,2.5,21.4,0.523,0,0.514,0.857,0.566
Danny Ainge,7.5,4.3,2.1,0.7,2.3,6,1.4,0.2,1.8,2.4,15.1,0.534,0.415,0.566,0.878,0.598
Mark Aguirre,21.2,0.7,7.7,2,3.8,4.4,1,0.3,3.5,3.1,28.9,0.532,0.268,0.528,0.749,0.572
Mark Aguirre,19.5,2,7.5,2.4,3.3,3.4,1.1,0.4,2.9,3.3,27.8,0.51,0.353,0.512,0.77,0.56
Mark Aguirre,19.3,2.4,7,2.5,3.5,3.8,1,0.8,2.8,3.1,26.6,0.496,0.302,0.491,0.77,0.539
Tim Duncan,13.9,0.1,4.3,2.8,8.5,3.4,0.8,2.4,2,2,17.1,0.502,0,0.5,0.716,0.537
Tim Duncan,16.7,0.2,8.4,3.2,9,3,0.9,2.6,2.6,2.3,21.9,0.505,0.167,0.502,0.599,0.534
Tim Duncan,16.8,0.1,5.2,2.1,9.7,3.2,0.9,3.2,2.5,2,21.3,0.504,0.286,0.503,0.817,0.554
Tim Duncan,13.1,0.1,5,2.7,8.6,3.7,1,2.4,2.1,2.7,17.3,0.514,0.286,0.513,0.74,0.56
Tim Duncan,16.9,0.1,7.4,3.3,8.7,2.9,0.7,2.8,2.1,2.4,21.9,0.498,0.333,0.498,0.67,0.54
Tim Duncan,15.3,0.1,6.9,3,8.4,3.3,0.9,2.1,2.6,2.8,19.2,0.485,0.4,0.485,0.629,0.523
Joe Dumars*,14,0.8,4.6,0.8,2.1,5.1,0.9,0,2,1.8,18.6,0.485,0.4,0.491,0.9,0.555
Joe Dumars*,14.7,0.5,4.9,0.7,1.5,5.2,1.1,0.1,2.2,1.6,19.3,0.488,0.311,0.487,0.89,0.552
Joe Dumars*,13.4,1.4,5.4,0.9,1.2,4.2,0.8,0.1,2.2,1.6,18.4,0.452,0.408,0.466,0.867,0.538
Joe Dumars*,13.4,3.5,4.6,0.7,1,3.6,0.9,0.1,1.6,1.6,21,0.489,0.375,0.504,0.864,0.555
Joe Dumars*,8.9,4.8,4.9,0.7,1.6,5.2,1,0.1,3.1,2.2,17.2,0.497,0.305,0.483,0.805,0.541
Joe Dumars*,6,4.7,3.2,0.5,1.9,3.9,0.7,0,1.6,1.2,14.3,0.446,0.432,0.535,0.867,0.586
Kevin Duckworth,15.7,0,5.8,3.3,5.3,0.8,0.8,0.7,2.7,4.1,19.4,0.478,0,0.477,0.757,0.531
Kevin Duckworth,15.5,0,4.5,2.5,5.1,1.3,0.5,0.5,2.7,3.6,18.4,0.482,0,0.481,0.772,0.525
Clyde Drexler*,16.8,1.4,5.8,2.8,4,5.8,1.9,0.7,2.6,3,22.9,0.512,0.283,0.505,0.774,0.551
Clyde Drexler*,14.5,2.4,6.6,2.7,4.2,6.2,1.8,0.8,2.9,2.9,22.3,0.509,0.319,0.505,0.794,0.563
Clyde Drexler*,14.9,4.4,6.6,2.2,4.4,6.7,1.8,0.9,3.1,3,24.9,0.51,0.337,0.509,0.794,0.56
Clyde Drexler*,14.7,2.9,6.3,2.7,3.9,6,2,0.8,2.5,3.4,21,0.467,0.233,0.448,0.839,0.517
Clyde Drexler*,13.7,3.4,5.7,2.4,4.5,5.1,1.5,0.5,2.6,3.1,20.1,0.454,0.324,0.46,0.777,0.514
Clyde Drexler*,9.5,4.2,6.1,1.7,5,5.4,1.9,0.4,2.4,2.8,18.1,0.478,0.332,0.484,0.784,0.551
Clyde Drexler*,15.1,0.8,5.3,2.4,3.5,8.4,2.8,0.6,3.9,3.8,19.4,0.49,0.2,0.48,0.769,0.53
Clyde Drexler*,8.9,5.3,4.2,1.9,4,5.6,1.9,0.6,2.5,2.4,17.7,0.493,0.355,0.508,0.75,0.548
Clyde Drexler*,19.1,0.6,6.9,3.1,3.2,5.5,2.4,0.6,2.8,2.9,25.7,0.515,0.212,0.509,0.811,0.564
Clyde Drexler*,18.4,1.2,6.4,3.4,3.8,5.3,2.5,0.6,2.9,3.2,24.9,0.511,0.26,0.504,0.799,0.555
John Drew,18.3,0.1,10.1,3.2,4.2,1.6,1.4,0.4,3.7,4.9,24.3,0.455,0,0.453,0.757,0.532
James Donaldson,5.4,0,2.7,3.5,7.2,0.9,0.6,1.5,1.6,2.5,8.1,0.558,,0.558,0.778,0.616
Vlade Divac,11,0.2,5.2,3.1,6.9,3.4,1.3,1.4,2.9,3.6,14.5,0.486,0.286,0.485,0.691,0.536
DeMar DeRozan,14.3,2.5,7.5,0.6,3.5,3.7,1,0.3,2.1,2.4,21.4,0.451,0.305,0.452,0.824,0.532
DeMar DeRozan,15.8,1.8,8.5,0.8,3.6,3.9,1,0.3,2.3,2.2,23.5,0.458,0.328,0.462,0.846,0.549
Luol Deng,9.1,3.6,2.8,1.3,4.6,2.7,0.9,0.6,1.6,1.4,14,0.43,0.367,0.464,0.77,0.5
Luol Deng,10.7,2.9,3.5,2,3.9,2.8,1,0.4,1.8,1.3,15.3,0.455,0.322,0.461,0.816,0.508
Walter Davis,18.1,0.1,5.7,1.2,3.1,5.3,1.8,0.3,3.8,3.1,25.1,0.565,0,0.563,0.819,0.608
Walter Davis,17.9,0.3,4.1,1,2.3,5,1.6,0.2,3.7,3.2,23.1,0.541,0.412,0.542,0.836,0.579
Walter Davis,16.8,1.2,3.8,0.5,2.3,6.1,1.5,0.2,3,2.9,22,0.532,0.23,0.52,0.863,0.559
Walter Davis,19.5,1.1,4.5,1.2,2.1,5,1.3,0.1,3.1,2.5,25.4,0.529,0.259,0.521,0.862,0.562
Dale Davis,10.2,0,3.4,4.3,8,1.1,0.9,1.6,1.5,3.4,12.6,0.502,,0.502,0.685,0.537
Baron Davis,11,7.8,4.7,0.9,3,6.7,2.1,0.4,2.9,2.4,20.5,0.448,0.321,0.462,0.673,0.492
Baron Davis,9.4,5.2,3.7,1,2.8,7.6,1.9,0.5,2.7,2.6,16.1,0.451,0.356,0.48,0.58,0.498
Antonio Davis,11.4,0,5.6,3.6,6.8,1.4,0.3,2,1.8,3,14.1,0.434,0,0.433,0.754,0.508
Brad Daugherty,14.1,0,7.1,2.2,8,3.1,0.9,0.6,2.6,2.3,20.1,0.525,0,0.524,0.751,0.583
Brad Daugherty,13.7,0,7.3,2.6,7.8,3.6,0.9,1.1,2.5,2.6,21.3,0.571,0,0.57,0.777,0.629
Brad Daugherty,12.2,0,6.6,2.2,7.5,4.2,0.7,0.7,2,2.3,19.2,0.571,0.5,0.571,0.795,0.635
Brad Daugherty,13.1,0,6.4,1.8,6.3,4.1,0.6,0.7,3.3,2.9,18,0.511,0,0.51,0.716,0.563
Brad Daugherty,12.9,0,6.7,2.1,7,3.6,0.8,0.5,2.9,2.2,18.8,0.538,0.333,0.538,0.737,0.594
Adrian Dantley*,17,0,7.1,2.5,4.5,2.6,1.3,0.2,3.1,2.8,25.6,0.577,0,0.576,0.842,0.635
Adrian Dantley*,17.1,0.1,8.3,2,3.3,3.4,1.1,0.2,3,2.6,25.8,0.56,0.286,0.559,0.806,0.622
Adrian Dantley*,17.7,0,9.1,2.6,3.2,3.6,1.1,0.2,3.3,2.8,27.5,0.57,0.333,0.57,0.792,0.631
Adrian Dantley*,17.3,0,11.4,2.2,3.2,3.7,0.7,0,3.2,2.4,29.2,0.559,0.25,0.558,0.859,0.652
Adrian Dantley*,17.6,0,10,2.7,3.2,3.4,1,0.1,3.1,2.4,26.7,0.531,,0.531,0.804,0.607
Adrian Dantley*,18.9,0.1,10.4,2.3,2.8,3.5,0.8,0.1,3,2.7,29.7,0.567,0.091,0.563,0.791,0.629
Terry Cummings,20.2,0,6.1,3.2,6.2,3,1.5,0.9,2.5,3.5,24.6,0.496,0,0.495,0.741,0.536
Terry Cummings,19.7,0.2,5.9,3.6,4.7,2.5,1.4,0.9,2.6,3.4,23.3,0.467,0.467,0.469,0.787,0.518
Dave Cowens*,15.3,0.2,2,2.1,6.8,3.4,1.2,1,1.8,3.6,15.7,0.458,0.083,0.453,0.779,0.477
DeMarcus Cousins,18.9,0.1,9.7,3.3,10.1,3.8,1.6,1.8,4.5,4.3,25.4,0.469,0.25,0.468,0.782,0.545
DeMarcus Cousins,17.9,3.4,10.7,2.6,9.5,3.5,1.5,1.4,4,3.8,28.1,0.472,0.337,0.478,0.723,0.54
Derrick Coleman,14.1,1.6,7.3,3.4,7.9,3.4,0.9,1.8,2.7,2.7,20.2,0.462,0.314,0.463,0.774,0.534
Maurice Cheeks,10.8,0.1,3.5,0.8,2.3,7.9,2.7,0.5,2.6,2.7,14.5,0.545,0.167,0.543,0.754,0.582
Maurice Cheeks,9.9,0.2,3.7,0.6,2,8.3,2.3,0.3,2.6,1.8,13.9,0.542,0.235,0.539,0.842,0.597
Maurice Cheeks,10.6,0.2,4,0.6,2.3,7.4,2.5,0.2,2.4,1.5,14.6,0.533,0.235,0.529,0.777,0.579
Maurice Cheeks,10.6,0.3,3.4,0.7,2.4,8,2.1,0.3,2,1.5,13.6,0.504,0.136,0.497,0.825,0.551
Tyson Chandler,6.7,0,4.3,4.5,7.2,1,0.7,1.2,1.4,3.1,11.5,0.638,,0.638,0.694,0.671
Tom Chambers,18.1,1,7.6,1.4,5.3,2.2,1,0.6,2.6,3.1,26,0.513,0.279,0.508,0.861,0.579
Tom Chambers,17.4,1.1,6.7,1.5,5.6,2.8,0.9,0.8,2.6,3.4,22,0.447,0.274,0.445,0.826,0.513
Tom Chambers,15.5,1.7,7.5,1.9,4.6,2.9,1,0.6,3.2,3.7,22.8,0.466,0.372,0.475,0.849,0.554
Tom Chambers,18.7,1,7.2,1.7,6.5,2.8,1,0.7,2.8,3.2,25,0.479,0.326,0.48,0.851,0.547
Cedric Ceballos,14.7,2.6,5.2,3,5.2,1.9,1.1,0.3,2.5,2.3,22.4,0.528,0.397,0.538,0.716,0.57
Sam Cassell,13.8,2.4,4.2,0.6,2.9,7.5,1.3,0.2,2.8,3.1,20.3,0.504,0.398,0.517,0.873,0.566
Bill Cartwright,13.9,0,6.5,2.2,6.1,1.9,0.5,1.2,2.5,3.2,20.4,0.547,,0.547,0.797,0.608
Vince Carter,15.6,4,5.9,1.3,3.8,4.2,1.4,0.6,2.1,3.1,24,0.463,0.406,0.493,0.798,0.541
Vince Carter,14.3,4.5,7.4,1.7,4.1,4.2,1.2,0.7,2.6,2.9,23.7,0.459,0.341,0.471,0.799,0.536
Vince Carter,13.4,5,6.6,1.3,4.4,4.5,0.9,0.3,2.5,3.1,23.8,0.491,0.357,0.503,0.802,0.559
Vince Carter,16.8,2.7,6.3,1.7,3.8,3.7,1.3,1.1,2,3,24.3,0.475,0.403,0.493,0.791,0.543
Vince Carter,15.2,4.8,6.1,2.1,2.9,3.5,1.4,1,2,2.5,25,0.477,0.408,0.509,0.765,0.551
Vince Carter,15,4.7,4.6,2.1,2.6,3.6,1.4,0.6,2.3,2.9,22.4,0.441,0.387,0.474,0.798,0.515
Vince Carter,15.4,3.2,3.9,1.4,3.2,3.5,1.2,1,1.8,3,21.6,0.493,0.344,0.497,0.806,0.532
Vince Carter,15.7,3.1,5.4,1.2,3.3,4.5,1.1,0.8,2.9,2.7,21.3,0.424,0.383,0.449,0.806,0.501
